node,scale,throughput,load,collision,lost
7,0.00095,205638.46,953625.26,97.87234,0
8,0.00095,54921.603,953625.26,100,0
9,0.00095,-32735.211,953625.26,47.058824,0
0,0.00095,32692.521,953625.26,93.548387,0
1,0.00095,169135.55,953625.26,95.454545,0
2,0.00095,91582.921,953625.26,98.461538,0
3,0.00095,-315.81326,953625.26,86.486486,0
4,0.00095,0,953625.26,96.969697,0
5,0.00095,42061.647,953625.26,94.117647,0
6,0.00095,63770.885,953625.26,96.551724,0
7,0.00095,189277.41,953625.26,100,0
8,0.00095,42810.242,953625.26,100,0
9,0.00095,42295.583,953625.26,72.222222,0
0,0.00095,99857.372,953625.26,97.674419,0
1,0.00095,-356.03302,953625.26,70.588235,0
2,0.00095,216932.9,953625.26,100,0
3,0.00095,116551.36,953625.26,97.916667,0
4,0.00095,0,953625.26,95.454545,0
5,0.00095,0,953625.26,45.454545,0
6,0.00095,35781.318,953625.26,100,0
7,0.00095,144193.37,953625.26,100,0
8,0.00095,47602.933,953625.26,98.333333,0
9,0.00095,71404.4,953625.26,66.666667,0
0,0.00095,38677.988,953625.26,95.238095,0
1,0.00095,154987.61,953625.26,83.333333,0
2,0.00095,39263.757,953625.26,100,0
3,0.00095,63039.091,953625.26,90.196078,0
4,0.00095,93740.282,953625.26,100,0
5,0.00095,0,953625.26,89.473684,0
6,0.00095,78648.114,953625.26,100,0
7,0.00095,117567.3,953625.26,95.918367,0
8,0.00095,100959.02,953625.26,96.969697,0
9,0.00095,61264.555,953625.26,66.666667,0
0,0.00095,8630.9742,953625.26,97.5,0
1,0.00095,-937.4848,953625.26,41.176471,0
2,0.00095,120395.47,953625.26,100,0
3,0.00095,185071.73,953625.26,100,0
4,0.00095,27941.123,953625.26,91.891892,0
5,0.00095,0,953625.26,60,0
6,0.00095,44683.379,953625.26,95.238095,0
7,0.00095,203128.5,953625.26,100,0
8,0.00095,48518.235,953625.26,100,0
9,0.00095,0,953625.26,42.105263,0
0,0.00095,7719.6958,953625.26,96.363636,0
1,0.00095,0,953625.26,41.37931,0
2,0.00095,133336.48,953625.26,100,0
3,0.00095,266443.99,953625.26,98.181818,0
4,0.00095,15161.352,953625.26,100,0
5,0.00095,0,953625.26,55.555556,0
6,0.00095,89283.516,953625.26,100,0
7,0.00095,251331.71,953625.26,98.076923,0
8,0.00095,126291.9,953625.26,100,0
9,0.00095,29537.65,953625.26,46.428571,0
0,0.00095,53633.46,953625.26,85.714286,0
1,0.00095,34681.159,953625.26,66.666667,0
2,0.00095,209407.4,953625.26,97.468354,0
3,0.00095,138899.4,953625.26,95.555556,0
4,0.00095,26942.949,953625.26,97.959184,0
5,0.00095,-1048.5905,953625.26,64,0
6,0.00095,52953.819,953625.26,93.023256,0
7,0.00095,352714.76,953625.26,100,0
8,0.00095,58954.086,953625.26,98.387097,0
9,0.00095,-1631.1407,953625.26,33.333333,0
0,0.00095,0,953625.26,91.891892,0
1,0.00095,0,953625.26,92.857143,0
2,0.00095,52868.605,953625.26,100,0
3,0.00095,10349.938,953625.26,100,0
4,0.00095,20886.362,953625.26,100,0
5,0.00095,0,953625.26,94.117647,0
6,0.00095,158792.3,953625.26,96.875,0
7,0.00095,222139.05,953625.26,97.5,0
8,0.00095,113103.38,953625.26,100,0
9,0.00095,-372.97075,953625.26,50,0
0,0.00095,59766.308,953625.26,96.078431,0
1,0.00095,-266.29377,953625.26,50,0
2,0.00095,173856.55,953625.26,100,0
3,0.00095,173648.5,953625.26,98.148148,0
4,0.00095,7248.1836,953625.26,93.023256,0
5,0.00095,0,953625.26,79.166667,0
6,0.00095,45203.368,953625.26,95.833333,0
7,0.00095,341014.14,953625.26,90.909091,0
8,0.00095,50495.956,953625.26,97.333333,0
9,0.00095,-29425.462,953625.26,25.925926,0
0,0.00095,46551.389,953625.26,93.181818,0
1,0.00095,0,953625.26,50,0
2,0.00095,140397.61,953625.26,100,0
3,0.00095,125433.73,953625.26,96,0
4,0.00095,39065.13,953625.26,90.47619,0
5,0.00095,0,953625.26,52.380952,0
6,0.00095,54296.987,953625.26,91.666667,0
7,0.00095,344125.85,953625.26,100,0
8,0.00095,52006.157,953625.26,98.529412,0
9,0.00095,0,953625.26,44.444444,0
0,0.00095,51278.828,953625.26,97.368421,0
1,0.00095,-495.44761,953625.26,94.117647,0
2,0.00095,111926.12,953625.26,100,0
3,0.00095,10077.855,953625.26,95.454545,0
4,0.00095,41167.192,953625.26,92.105263,0
5,0.00095,0,953625.26,68.75,0
6,0.00095,102805.38,953625.26,94.444444,0
7,0.00095,102670.26,953625.26,95.348837,0
8,0.00095,54364.115,953625.26,100,0
9,0.00095,81073.246,953625.26,76.470588,0
0,0.00095,34955.063,953625.26,88.636364,0
1,0.00095,-542.69019,953625.26,50,0
2,0.00095,140227.27,953625.26,98.93617,0
3,0.00095,166412.07,953625.26,97.916667,0
4,0.00095,0,953625.26,100,0
5,0.00095,0,953625.26,43.478261,0
6,0.00095,35236.099,953625.26,100,0
7,0.00095,264096.3,953625.26,97.727273,0
8,0.00095,105837.51,953625.26,100,0
9,0.00095,-33375.447,953625.26,41.666667,0
0,0.00095,39158.76,953625.26,100,0
1,0.00095,812.68863,953625.26,70.588235,0
2,0.00095,55396.492,953625.26,98.823529,0
3,0.00095,115829.52,953625.26,100,0
4,0.00095,39115.987,953625.26,100,0
5,0.00095,-427.73086,953625.26,85,0
6,0.00095,59155.177,953625.26,100,0
7,0.00095,48055.562,953625.26,97.727273,0
8,0.00095,0,953625.26,100,0
9,0.00095,38538.55,953625.26,88.235294,0
0,0.00095,14019.216,953625.26,82.978723,0
1,0.00095,28713.669,953625.26,62.5,0
2,0.00095,137732.36,953625.26,100,0
3,0.00095,137049.09,953625.26,96.491228,0
4,0.00095,22146.181,953625.26,94.230769,0
5,0.00095,546.62079,953625.26,73.913043,0
6,0.00095,80497.95,953625.26,96.428571,0
7,0.00095,311035.27,953625.26,96.721311,0
8,0.00095,77898.822,953625.26,100,0
9,0.00095,-29035.21,953625.26,50,0
0,0.00095,16537.433,953625.26,91.891892,0
1,0.00095,64710.129,953625.26,85,0
2,0.00095,89696.229,953625.26,100,0
3,0.00095,65501.91,953625.26,97.619048,0
4,0.00095,24311.286,953625.26,88.235294,0
5,0.00095,0,953625.26,70.588235,0
6,0.00095,98810.712,953625.26,100,0
7,0.00095,138912.64,953625.26,100,0
8,0.00095,86112.218,953625.26,100,0
9,0.00095,0,953625.26,59.090909,0
0,0.00095,0,953625.26,91.428571,0
1,0.00095,-572.83493,953625.26,44,0
2,0.00095,101739.57,953625.26,100,0
3,0.00095,260210.27,953625.26,92.5,0
4,0.00095,76330.254,953625.26,97.619048,0
5,0.00095,-327.33424,953625.26,85,0
6,0.00095,129337.94,953625.26,97.368421,0
7,0.00095,148210.81,953625.26,92.857143,0
8,0.00095,24427.318,953625.26,100,0
9,0.00095,0,953625.26,56.25,0
0,0.00095,8592.3369,953625.26,86.111111,0
1,0.00095,-763.76328,953625.26,41.666667,0
2,0.00095,100384.62,953625.26,100,0
3,0.00095,264201.8,953625.26,95.238095,0
4,0.00095,53965.905,953625.26,97.619048,0
5,0.00095,-40.198067,953625.26,90.47619,0
6,0.00095,55191.946,953625.26,93.478261,0
7,0.00095,345844.07,953625.26,100,0
8,0.00095,97306.121,953625.26,98.412698,0
9,0.00095,-1768.715,953625.26,36.363636,0
0,0.00095,8088.0043,953625.26,82.222222,0
1,0.00095,128980.98,953625.26,68,0
2,0.00095,192537.21,953625.26,98.837209,0
3,0.00095,152319.63,953625.26,93.877551,0
4,0.00095,0,953625.26,100,0
5,0.00095,0,953625.26,80,0
6,0.00095,169020.61,953625.26,97.826087,0
7,0.00095,258753.85,953625.26,88.888889,0
8,0.00095,53053.987,953625.26,98.484848,0
9,0.00095,0,953625.26,30.434783,0
0,0.00095,40744.306,953625.26,97.058824,0
1,0.00095,0,953625.26,56.25,0
2,0.00095,30518.945,953625.26,100,0
3,0.00095,162752.74,953625.26,100,0
4,0.00095,9922.3049,953625.26,96.774194,0
5,0.00095,0,953625.26,80,0
6,0.00095,81645.753,953625.26,100,0
7,0.00095,60252.186,953625.26,92.105263,0
8,0.00095,68543.222,953625.26,100,0
9,0.00095,120100.3,953625.26,78.947368,0
0,0.00095,18542.044,953625.26,97.297297,0
1,0.00095,147924.76,953625.26,94.117647,0
2,0.00095,37012.06,953625.26,100,0
3,0.00095,18788.997,953625.26,95.348837,0
4,0.00095,37166.405,953625.26,93.023256,0
5,0.00095,2140.2581,953625.26,100,0
6,0.00095,55749.608,953625.26,86.206897,0
7,0.00095,93080.649,953625.26,95.918367,0
8,0.00095,33091.683,953625.26,98.181818,0
9,0.00095,39018.552,953625.26,76.923077,0
0,0.00095,189.52758,953625.26,83.783784,0
1,0.00095,74884.453,953625.26,78.947368,0
2,0.00095,28429.137,953625.26,100,0
3,0.00095,114453.6,953625.26,100,0
4,0.00095,57068.86,953625.26,96.969697,0
5,0.00095,-37947.633,953625.26,85.714286,0
6,0.00095,114601.01,953625.26,100,0
7,0.00095,200888.71,953625.26,97.560976,0
8,0.00095,127657.35,953625.26,98.076923,0
9,0.00095,-37357.992,953625.26,47.619048,0
0,0.00095,32585.439,953625.26,91.111111,0
1,0.00095,-32785.572,953625.26,55.555556,0
2,0.00095,98866.149,953625.26,100,0
3,0.00095,149354.48,953625.26,93.478261,0
4,0.00095,49141.971,953625.26,100,0
5,0.00095,0,953625.26,81.818182,0
6,0.00095,33276.81,953625.26,97.560976,0
7,0.00095,115968.5,953625.26,100,0
8,0.00095,153241.92,953625.26,100,0
9,0.00095,-32494.469,953625.26,73.684211,0
0,0.00095,0,953625.26,89.74359,0
1,0.00095,-296.85789,953625.26,57.142857,0
2,0.00095,163187.02,953625.26,100,0
3,0.00095,192088.26,953625.26,97.5,0
4,0.00095,0,953625.26,100,0
5,0.00095,0,953625.26,57.142857,0
